import time: self [us] | cumulative | imported package
import time:        46 |         46 | math
import time:      1600 |       1600 | signal
import time:        68 |         68 |       errno
import time:       128 |        128 |           _socket
import time:        55 |         55 |             select
import time:      1259 |       1314 |           selectors
import time:        84 |         84 |           array
import time:      2049 |       3574 |         socket
import time:        57 |         57 |             _struct
import time:       865 |        921 |           struct
import time:      1058 |       1058 |           _compat_pickle
import time:        87 |         87 |           _pickle
import time:      2475 |       2475 |               org
import time:        30 |       2505 |             org.python
import time:        11 |       2515 |           org.python.core
import time:      1718 |       6297 |         pickle
import time:        43 |         43 |             _heapq
import time:      1158 |       1200 |           heapq
import time:      1233 |       1233 |           _queue
import time:      1242 |       3673 |         queue
import time:      3297 |       3297 |               org
import time:        42 |       3338 |             org.python
import time:        16 |       3353 |           org.python.core
import time:       972 |       4324 |         copy
import time:       760 |      18626 |       logging.handlers
import time:      1738 |       1738 |       socketserver
import time:      1966 |      22397 |     logging.config
import time:       948 |        948 |       fnmatch
import time:      2599 |       2599 |         _winapi
import time:      3686 |       3686 |         nt
import time:      4232 |       4232 |         nt
import time:      2849 |       2849 |         nt
import time:      2797 |       2797 |         nt
import time:      1377 |      17537 |       ntpath
import time:      1765 |       1765 |         urllib
import time:      2254 |       2254 |         ipaddress
import time:      1086 |       5104 |       urllib.parse
import time:      1776 |      25364 |     pathlib
import time:      1546 |       1546 |       contextlib
import time:      3243 |       4789 |     typing
import time:     24678 |      24678 |         hydra._internal
import time:     32908 |      57586 |       hydra._internal.instantiate
import time:      2234 |       2234 |       textwrap
import time:       588 |        588 |                 _ast
import time:      1681 |       2269 |               ast
import time:       851 |        851 |                   _opcode
import time:       943 |       1794 |                 opcode
import time:      1265 |       3058 |               dis
import time:       949 |        949 |                 importlib
import time:       496 |       1444 |               importlib.machinery
import time:      2152 |       8921 |             inspect
import time:      1625 |      10546 |           dataclasses
import time:     22683 |      22683 |             antlr4.Token
import time:     28597 |      28597 |             antlr4.InputStream
import time:     37471 |      37471 |             antlr4.FileStream
import time:     29676 |      29676 |             antlr4.StdinStream
import time:     24504 |      24504 |                 antlr4.error
import time:     20448 |      20448 |                       antlr4.tree
import time:     20757 |      41204 |                     antlr4.tree.Tree
import time:     11430 |      11430 |                       antlr4.Utils
import time:     17709 |      29138 |                     antlr4.tree.Trees
import time:     11238 |      81579 |                   antlr4.RuleContext
import time:     11249 |      92827 |                 antlr4.ParserRuleContext
import time:     13110 |      13110 |                   antlr4.error.ErrorListener
import time:     14742 |      27851 |                 antlr4.Recognizer
import time:     30895 |     176076 |               antlr4.error.Errors
import time:     15783 |     191859 |             antlr4.BufferedTokenStream
import time:     10210 |      10210 |                 antlr4.CommonTokenFactory
import time:     25118 |      25118 |                   antlr4.atn
import time:      9944 |       9944 |                       antlr4.IntervalSet
import time:     16130 |      16130 |                       antlr4.atn.ATNType
import time:     11134 |      11134 |                           antlr4.atn.SemanticContext
import time:     12795 |      23929 |                         antlr4.atn.Transition
import time:     14462 |      38390 |                       antlr4.atn.ATNState
import time:     11307 |      75769 |                     antlr4.atn.ATN
import time:     12461 |      88229 |                   antlr4.PredictionContext
import time:     16326 |      16326 |                       antlr4.atn.LexerAction
import time:     19465 |      35791 |                     antlr4.atn.LexerActionExecutor
import time:     17629 |      53419 |                   antlr4.atn.ATNConfig
import time:     15453 |      15453 |                     antlr4.atn.ATNConfigSet
import time:     25507 |      25507 |                       antlr4.dfa
import time:     25945 |      51452 |                     antlr4.dfa.DFAState
import time:     18477 |      85381 |                   antlr4.atn.ATNSimulator
import time:     19317 |     271462 |                 antlr4.atn.LexerATNSimulator
import time:     10145 |     291816 |               antlr4.Lexer
import time:     11099 |     302914 |             antlr4.CommonTokenStream
import time:     10768 |      10768 |               antlr4.error.ErrorStrategy
import time:        53 |         53 |                       fcntl
import time:      3060 |       3060 |                       msvcrt
import time:        54 |         54 |                       _posixsubprocess
import time:      1312 |       4478 |                     subprocess
import time:      2416 |       6893 |                   platform
import time:      2081 |       2081 |                   _uuid
import time:      1541 |      10514 |                 uuid
import time:     13232 |      13232 |                 antlr4.atn.ATNDeserializationOptions
import time:     11637 |      35382 |               antlr4.atn.ATNDeserializer
import time:     13194 |      13194 |                 antlr4.ListTokenSource
import time:     14816 |      14816 |                 antlr4.tree.Chunk
import time:     13615 |      13615 |                 antlr4.tree.RuleTagToken
import time:     16733 |      16733 |                 antlr4.tree.TokenTagToken
import time:     22905 |      81262 |               antlr4.tree.ParseTreePatternMatcher
import time:     11415 |     138824 |             antlr4.Parser
import time:     17256 |      17256 |             antlr4.dfa.DFA
import time:     12882 |      12882 |               antlr4.atn.PredictionMode
import time:     15077 |      27958 |             antlr4.atn.ParserATNSimulator
import time:     13222 |      13222 |             antlr4.error.DiagnosticErrorListener
import time:     23161 |     833616 |           antlr4
import time:     17367 |      17367 |               yaml.error
import time:     11579 |      11579 |               yaml.tokens
import time:     11504 |      11504 |               yaml.events
import time:     13251 |      13251 |               yaml.nodes
import time:     13135 |      13135 |                 yaml.reader
import time:     14198 |      14198 |                 yaml.scanner
import time:     12126 |      12126 |                 yaml.parser
import time:     14406 |      14406 |                 yaml.composer
import time:       132 |        132 |                     _datetime
import time:      1675 |       1807 |                   datetime
import time:        75 |         75 |                     binascii
import time:      1239 |       1314 |                   base64
import time:     11081 |      14202 |                 yaml.constructor
import time:     11897 |      11897 |                 yaml.resolver
import time:     13597 |      93558 |               yaml.loader
import time:      9061 |       9061 |                 yaml.emitter
import time:      8859 |       8859 |                 yaml.serializer
import time:     10820 |      10820 |                 yaml.representer
import time:      9422 |      38160 |               yaml.dumper
import time:       184 |        184 |                   yaml.yaml
import time:      7580 |       7763 |                 yaml._yaml
import time:     12432 |      20195 |               yaml.cyaml
import time:     19342 |     224953 |             yaml
import time:      4465 |       4465 |             omegaconf.errors
import time:      7267 |       7267 |                     omegaconf.grammar
import time:     13598 |      20864 |                   omegaconf.grammar.gen
import time:     16246 |      37110 |                 omegaconf.grammar.gen.OmegaConfGrammarLexer
import time:     11908 |      11908 |                 omegaconf.grammar.gen.OmegaConfGrammarParser
import time:     13331 |      13331 |                 omegaconf.grammar.gen.OmegaConfGrammarParserVisitor
import time:      4372 |      66720 |               omegaconf.grammar_visitor
import time:      5808 |      72528 |             omegaconf.grammar_parser
import time:      4457 |       4457 |                 attr._compat
import time:      1206 |       1206 |                   __future__
import time:        77 |         77 |                   unicodedata
import time:      6712 |       6712 |                   attr._config
import time:      5500 |       5500 |                     attr.exceptions
import time:      6039 |      11539 |                   attr.setters
import time:      8251 |      27783 |                 attr._make
import time:      8147 |      40386 |               attr.converters
import time:      5293 |       5293 |               attr.filters
import time:      7462 |       7462 |               attr.validators
import time:      5920 |       5920 |               attr._cmp
import time:      4810 |       4810 |               attr._funcs
import time:      4963 |       4963 |               attr._next_gen
import time:      5821 |       5821 |               attr._version_info
import time:      7667 |      82319 |             attr
import time:     13966 |     398228 |           omegaconf._utils
import time:     19893 |    1262281 |         omegaconf.base
import time:      7920 |       7920 |           omegaconf.basecontainer
import time:      5737 |       5737 |           omegaconf.nodes
import time:      5401 |      19057 |         omegaconf.dictconfig
import time:      6129 |       6129 |         omegaconf.listconfig
import time:     12685 |      12685 |               omegaconf.resolvers.oc.dict
import time:     21375 |      34059 |             omegaconf.resolvers.oc
import time:      9313 |      43372 |           omegaconf.resolvers
import time:      7817 |      51189 |         omegaconf.omegaconf
import time:      8050 |       8050 |         omegaconf.version
import time:     19235 |    1365938 |       omegaconf
import time:      2030 |       2030 |           gettext
import time:      2577 |       4606 |         argparse
import time:      9317 |       9317 |             hydra.core
import time:     14038 |      23355 |           hydra.core.config_search_path
import time:      8440 |      31794 |         hydra._internal.config_search_path_impl
import time:     15501 |      15501 |               packaging
import time:      5698 |       5698 |               packaging._structures
import time:     11364 |      32561 |             packaging.version
import time:      4738 |       4738 |               hydra.errors
import time:     12435 |      17173 |             hydra._internal.deprecation_warning
import time:      7645 |       7645 |             hydra.core.singleton
import time:     15694 |      73072 |           hydra.version
import time:      7919 |       7919 |                 hydra.core.object_type
import time:      7846 |       7846 |                   hydra.plugins
import time:      8575 |       8575 |                   hydra.core.default_element
import time:      5568 |       5568 |                   hydra.plugins.plugin
import time:     11330 |      33319 |                 hydra.plugins.config_source
import time:      6319 |      47555 |               hydra.core.config_store
import time:      5520 |       5520 |               hydra.types
import time:     19578 |      72653 |             hydra.conf
import time:      6533 |      79185 |           hydra.core.hydra_config
import time:     12156 |     164411 |         hydra.core.utils
import time:     10318 |     211128 |       hydra._internal.utils
import time:     31747 |    1668632 |     hydra._internal.instantiate._instantiate2
import time:     16353 |    1737534 |   hydra.utils
import time:      4401 |       4401 |   hydra.main
import time:      5041 |       5041 |         hydra.core.config_loader
import time:       366 |        366 |             importlib._abc
import time:       773 |       1138 |           importlib.util
import time:      1366 |       1366 |           pkgutil
import time:        46 |         46 |             gc
import time:      1037 |       1083 |           timeit
import time:      7571 |       7571 |           hydra._internal.sources_registry
import time:      8822 |       8822 |           hydra.plugins.completion_plugin
import time:     20772 |      20772 |           hydra.plugins.launcher
import time:     21924 |      21924 |           hydra.plugins.search_path_plugin
import time:     13165 |      13165 |           hydra.plugins.sweeper
import time:      6816 |      82653 |         hydra.core.plugins
import time:     10517 |      10517 |         hydra._internal.callbacks
import time:      8181 |       8181 |           hydra._internal.config_repository
import time:     12172 |      12172 |               hydra.core.override_parser
import time:      1436 |       1436 |                   numbers
import time:      3439 |       4875 |                 _decimal
import time:      1704 |       6578 |               decimal
import time:        51 |         51 |                   _bisect
import time:       840 |        891 |                 bisect
import time:        32 |         32 |                 _random
import time:        30 |         30 |                 _sha512
import time:      1241 |       2192 |               random
import time:     12108 |      12108 |                 hydra._internal.grammar
import time:     13996 |      26104 |               hydra._internal.grammar.utils
import time:     17511 |      64555 |             hydra.core.override_parser.types
import time:      7592 |      72146 |           hydra._internal.defaults_list
import time:      6884 |       6884 |             hydra._internal.grammar.grammar_functions
import time:      7744 |       7744 |             hydra._internal.grammar.functions
import time:      7024 |       7024 |                   hydra.grammar
import time:     11134 |      18158 |                 hydra.grammar.gen
import time:     14952 |      33109 |               hydra.grammar.gen.OverrideLexer
import time:      7859 |       7859 |               hydra.grammar.gen.OverrideParser
import time:     68640 |      68640 |               hydra.grammar.gen.OverrideParserVisitor
import time:     10022 |     119629 |             hydra.core.override_parser.overrides_visitor
import time:     26062 |     160318 |           hydra.core.override_parser.overrides_parser
import time:      5809 |     246453 |         hydra._internal.config_loader_impl
import time:      9670 |     354332 |       hydra._internal.hydra
import time:      5155 |     359486 |     hydra.core.global_hydra
import time:      4315 |     363801 |   hydra.compose
import time:      6342 |       6342 |   hydra.initialize
import time:     39879 |    2151954 | hydra
import time:      8560 |       8560 |     lightning.__about__
import time:      6736 |       6736 |     lightning.__version__
import time:      6572 |       6572 |               lightning_utilities.__about__
import time:      9151 |       9151 |                   lightning_utilities.core.apply_func
import time:      5491 |       5491 |                     typing_extensions
import time:      9856 |      15347 |                   lightning_utilities.core.enums
import time:       177 |        177 |                         _csv
import time:      1132 |       1309 |                       csv
import time:      1101 |       1101 |                       email
import time:       134 |        134 |                           zlib
import time:      1015 |       1015 |                             _compression
import time:      1692 |       1692 |                             _bz2
import time:      1086 |       3792 |                           bz2
import time:      1473 |       1473 |                             _lzma
import time:      1303 |       2776 |                           lzma
import time:      1278 |       7978 |                         shutil
import time:      1498 |       9475 |                       zipfile
import time:      1007 |       1007 |                           uu
import time:      1108 |       1108 |                           quopri
import time:      1559 |       1559 |                                 locale
import time:      1298 |       2857 |                               calendar
import time:       415 |       3272 |                             email._parseaddr
import time:       346 |        346 |                               email.base64mime
import time:       389 |        389 |                               email.quoprimime
import time:       588 |        588 |                               email.errors
import time:       343 |        343 |                               email.encoders
import time:       518 |       2182 |                             email.charset
import time:       735 |       6187 |                           email.utils
import time:       781 |        781 |                             email.header
import time:       542 |       1322 |                           email._policybase
import time:       466 |        466 |                           email._encoded_words
import time:       354 |        354 |                           email.iterators
import time:       932 |      11373 |                         email.message
import time:       255 |        255 |                           importlib.metadata._functools
import time:       360 |        614 |                         importlib.metadata._text
import time:       817 |      12803 |                       importlib.metadata._adapters
import time:       467 |        467 |                       importlib.metadata._meta
import time:       434 |        434 |                       importlib.metadata._collections
import time:       295 |        295 |                       importlib.metadata._itertools
import time:       592 |        592 |                       importlib.abc
import time:      1735 |      28207 |                     importlib.metadata
import time:      5450 |       5450 |                                 sysconfig
import time:      5472 |       5472 |                                   packaging._elffile
import time:      5062 |      10534 |                                 packaging._manylinux
import time:      4310 |       4310 |                                 packaging._musllinux
import time:      4749 |      25042 |                               packaging.tags
import time:      5004 |      30045 |                             packaging.utils
import time:      7389 |      37434 |                           packaging.specifiers
import time:      6917 |      44350 |                         packaging._tokenizer
import time:      4730 |      49079 |                       packaging._parser
import time:      5465 |       5465 |                       packaging.markers
import time:      5355 |      59899 |                     packaging.requirements
import time:      6844 |      94949 |                   lightning_utilities.core.imports
import time:       452 |        452 |                           unittest.util
import time:       730 |       1181 |                         unittest.result
import time:      1335 |       1335 |                           difflib
import time:      1242 |       1242 |                           pprint
import time:       926 |       3502 |                         unittest.case
import time:       412 |        412 |                         unittest.suite
import time:       675 |        675 |                         unittest.loader
import time:       303 |        303 |                             unittest.signals
import time:       355 |        657 |                           unittest.runner
import time:       469 |       1126 |                         unittest.main
import time:      1094 |       7989 |                       unittest
import time:       890 |        890 |                             concurrent
import time:       868 |        868 |                             concurrent.futures._base
import time:       617 |       2375 |                           concurrent.futures
import time:      5689 |       5689 |                             _ssl
import time:      4180 |       9869 |                           ssl
import time:       426 |        426 |                           asyncio.constants
import time:       266 |        266 |                               asyncio.format_helpers
import time:       305 |        571 |                             asyncio.base_futures
import time:       290 |        290 |                             asyncio.log
import time:       420 |       1279 |                           asyncio.coroutines
import time:       769 |        769 |                               _contextvars
import time:       865 |       1634 |                             contextvars
import time:       387 |        387 |                               asyncio.exceptions
import time:       322 |        322 |                               asyncio.base_tasks
import time:      1565 |       2273 |                             _asyncio
import time:       574 |       4480 |                           asyncio.events
import time:       313 |        313 |                           asyncio.futures
import time:       397 |        397 |                           asyncio.protocols
import time:       423 |        423 |                             asyncio.transports
import time:       488 |        911 |                           asyncio.sslproto
import time:       337 |        337 |                               asyncio.mixins
import time:      1377 |       1377 |                               asyncio.tasks
import time:       424 |       2137 |                             asyncio.locks
import time:       484 |       2621 |                           asyncio.staggered
import time:       447 |        447 |                           asyncio.trsock
import time:      1114 |      24226 |                         asyncio.base_events
import time:       338 |        338 |                         asyncio.runners
import time:       412 |        412 |                         asyncio.queues
import time:       615 |        615 |                         asyncio.streams
import time:       445 |        445 |                         asyncio.subprocess
import time:       360 |        360 |                         asyncio.threads
import time:       501 |        501 |                           asyncio.base_subprocess
import time:       714 |        714 |                           asyncio.selector_events
import time:       838 |       2052 |                         asyncio.unix_events
import time:       996 |      29441 |                       asyncio
import time:      1183 |      38612 |                     unittest.mock
import time:     10306 |      48917 |                   lightning_utilities.core.overrides
import time:     17409 |      17409 |                   lightning_utilities.core.rank_zero
import time:      9708 |     195478 |                 lightning_utilities.core
import time:        23 |     195501 |               lightning_utilities.core.apply_func
import time:      7360 |     209432 |             lightning_utilities
import time:        11 |     209442 |           lightning_utilities.core
import time:        24 |     209465 |         lightning_utilities.core.imports
import time:      4361 |       4361 |               _ctypes
import time:       835 |        835 |               ctypes._endian
import time:      4385 |       9580 |             ctypes
import time:      3471 |       3471 |             glob
import time:     22171 |      22171 |             torch._utils
import time:      1513 |       1513 |               tempfile
import time:     12882 |      12882 |                 torch._strobelight
import time:      2785 |       2785 |                       _json
import time:       641 |       3425 |                     json.scanner
import time:       932 |       4356 |                   json.decoder
import time:       697 |        697 |                   json.encoder
import time:      1523 |       6575 |                 json
import time:     13015 |      13015 |                 torch._strobelight.cli_function_profiler
import time:     14827 |      47296 |               torch._strobelight.compile_time_profiler
import time:      6204 |      55012 |             torch._utils_internal
import time:     11084 |      11084 |                   torch._vendor
import time:     22348 |      33431 |                 torch._vendor.packaging
import time:      8914 |       8914 |                 torch._vendor.packaging._structures
import time:     20521 |      62864 |               torch._vendor.packaging.version
import time:      7121 |       7121 |               torch.version
import time:      6166 |      76151 |             torch.torch_version
import time:       920 |        920 |             torch._rocm_init
import time:     10677 |      10677 |                     numpy._utils._convertions
import time:      8160 |      18837 |                   numpy._utils
import time:      7222 |      26059 |                 numpy._globals
import time:      6451 |       6451 |                 numpy.exceptions
import time:     16376 |      16376 |                 numpy.version
import time:       574 |        574 |                   numpy._distributor_init_local
import time:     15112 |      15685 |                 numpy._distributor_init
import time:      5424 |       5424 |                           numpy._utils._inspect
import time:     19725 |      19725 |                             numpy.core._exceptions
import time:      8628 |       8628 |                             numpy.dtypes
import time:     81456 |     109808 |                           numpy.core._multiarray_umath
import time:      7561 |     122791 |                         numpy.core.overrides
import time:      9692 |     132483 |                       numpy.core.multiarray
import time:      5031 |       5031 |                       numpy.core.umath
import time:     13929 |      13929 |                         numpy.core._string_helpers
import time:       830 |        830 |                               pickle5
import time:      8387 |       9216 |                             numpy.compat.py3k
import time:      6167 |      15383 |                           numpy.compat
import time:      3116 |       3116 |                           numpy.core._dtype
import time:     11777 |      30275 |                         numpy.core._type_aliases
import time:      5204 |      49407 |                       numpy.core.numerictypes
import time:      3086 |       3086 |                               numpy.core._ufunc_config
import time:      3732 |       6817 |                             numpy.core._methods
import time:      4462 |      11278 |                           numpy.core.fromnumeric
import time:      3389 |      14667 |                         numpy.core.shape_base
import time:      3370 |       3370 |                         numpy.core.arrayprint
import time:      3823 |       3823 |                         numpy.core._asarray
import time:      4227 |      26085 |                       numpy.core.numeric
import time:      4492 |       4492 |                       numpy.core.defchararray
import time:      3331 |       3331 |                       numpy.core.records
import time:      3197 |       3197 |                       numpy.core.memmap
import time:      3116 |       3116 |                       numpy.core.function_base
import time:      4430 |       4430 |                       numpy.core._machar
import time:      7047 |       7047 |                       numpy.core.getlimits
import time:      4811 |       4811 |                       numpy.core.einsumfunc
import time:      2575 |       2575 |                         numpy.core._multiarray_tests
import time:      5429 |       8003 |                       numpy.core._add_newdocs
import time:      3832 |       3832 |                       numpy.core._add_newdocs_scalars
import time:      2872 |       2872 |                       numpy.core._dtype_ctypes
import time:      4013 |       4013 |                       numpy.core._internal
import time:      3062 |       3062 |                       numpy._pytesttester
import time:     10037 |     275241 |                     numpy.core
import time:        19 |     275260 |                   numpy.core._multiarray_umath
import time:      4294 |     279554 |                 numpy.__config__
import time:      7007 |       7007 |                   numpy.lib.mixins
import time:      4230 |       4230 |                       numpy.lib.ufunclike
import time:      4724 |       8953 |                     numpy.lib.type_check
import time:      5683 |      14636 |                   numpy.lib.scimath
import time:      4782 |       4782 |                               numpy.lib.stride_tricks
import time:      4470 |       9251 |                             numpy.lib.twodim_base
import time:      3783 |       3783 |                             numpy.linalg._umath_linalg
import time:     16877 |      16877 |                               numpy._typing._nested_sequence
import time:     18057 |      18057 |                               numpy._typing._nbit
import time:     17159 |      17159 |                               numpy._typing._char_codes
import time:     12951 |      12951 |                               numpy._typing._scalars
import time:      6116 |       6116 |                               numpy._typing._shape
import time:      5448 |       5448 |                               numpy._typing._dtype_like
import time:      5883 |       5883 |                               numpy._typing._array_like
import time:      6442 |      88930 |                             numpy._typing
import time:      7347 |     109309 |                           numpy.linalg.linalg
import time:      6271 |     115579 |                         numpy.linalg
import time:      6512 |     122091 |                       numpy.matrixlib.defmatrix
import time:      5929 |     128019 |                     numpy.matrixlib
import time:      6990 |       6990 |                       numpy.lib.histograms
import time:      8029 |      15018 |                     numpy.lib.function_base
import time:      5717 |     148753 |                   numpy.lib.index_tricks
import time:      6735 |       6735 |                   numpy.lib.nanfunctions
import time:      9339 |       9339 |                   numpy.lib.shape_base
import time:      5985 |       5985 |                   numpy.lib.polynomial
import time:      5452 |       5452 |                   numpy.lib.utils
import time:      5327 |       5327 |                   numpy.lib.arraysetops
import time:      5391 |       5391 |                     numpy.lib.format
import time:      4607 |       4607 |                     numpy.lib._datasource
import time:      5478 |       5478 |                     numpy.lib._iotools
import time:      6139 |      21614 |                   numpy.lib.npyio
import time:      8134 |       8134 |                   numpy.lib.arrayterator
import time:     10861 |      10861 |                   numpy.lib.arraypad
import time:      6580 |       6580 |                   numpy.lib._version
import time:      6123 |     256541 |                 numpy.lib
import time:      3719 |       3719 |                     numpy.fft._pocketfft_internal
import time:      8892 |      12610 |                   numpy.fft._pocketfft
import time:      4355 |       4355 |                   numpy.fft.helper
import time:      7988 |      24952 |                 numpy.fft
import time:      5192 |       5192 |                     numpy.polynomial.polyutils
import time:      5509 |       5509 |                     numpy.polynomial._polybase
import time:     10613 |      21314 |                   numpy.polynomial.polynomial
import time:      6598 |       6598 |                   numpy.polynomial.chebyshev
import time:      5597 |       5597 |                   numpy.polynomial.legendre
import time:      6625 |       6625 |                   numpy.polynomial.hermite
import time:      6277 |       6277 |                   numpy.polynomial.hermite_e
import time:      8657 |       8657 |                   numpy.polynomial.laguerre
import time:      7923 |      62987 |                 numpy.polynomial
import time:       874 |        874 |                           backports_abc
import time:      3609 |       4483 |                         numpy.random._common
import time:      1995 |       1995 |                             _hashlib
import time:        64 |         64 |                               _blake2
import time:      2497 |       2560 |                             hashlib
import time:      1065 |       5619 |                           hmac
import time:      1392 |       7010 |                         secrets
import time:      3800 |      15293 |                       numpy.random.bit_generator
import time:      4993 |       4993 |                       numpy.random._bounded_integers
import time:      3002 |       3002 |                       numpy.random._mt19937
import time:      9188 |      32475 |                     numpy.random.mtrand
import time:      2954 |       2954 |                     numpy.random._philox
import time:      2096 |       2096 |                     numpy.random._pcg64
import time:      1932 |       1932 |                     numpy.random._sfc64
import time:      4629 |       4629 |                     numpy.random._generator
import time:      8170 |      52253 |                   numpy.random._pickle
import time:      8121 |      60373 |                 numpy.random
import time:      3774 |       3774 |                 numpy.ctypeslib
import time:     16347 |      16347 |                   numpy.ma.core
import time:     13995 |      13995 |                   numpy.ma.extras
import time:     18578 |      48919 |                 numpy.ma
import time:     11384 |     813049 |               numpy
import time:   3643054 |    4456103 |             torch._C
import time:     25516 |      25516 |               torch._namedtensor_internals
import time:     19828 |      19828 |               torch.overrides
import time:      3321 |      48664 |             torch._tensor
import time:     15871 |      15871 |               torch.types
import time:     24418 |      40289 |             torch.storage
import time:     10626 |      10626 |               torch.amp.autocast_mode
import time:      4846 |       4846 |               torch.amp.grad_scaler
import time:     63650 |      79122 |             torch.amp
import time:      5165 |       5165 |             torch.random
import time:        62 |         62 |                 pwd
import time:        35 |         35 |                 grp
import time:      2143 |       2240 |               tarfile
import time:      2906 |       2906 |               torch._weights_only_unpickler
import time:      2863 |       2863 |               torch._sources
import time:      1525 |       1525 |               mmap
import time:      5768 |      15299 |             torch.serialization
import time:      3425 |       3425 |             torch._tensor_str
import time:      6713 |       6713 |               torch.cuda.gds
import time:      3880 |       3880 |               torch.cuda._utils
import time:      4064 |       4064 |               torch.cuda.graphs
import time:      4643 |       4643 |               torch.cuda.streams
import time:       536 |        536 |                 ctypes.util
import time:      9257 |       9793 |               pynvml
import time:      5058 |       5058 |                 torch.cuda._memory_viz
import time:      4926 |       9983 |               torch.cuda.memory
import time:     14913 |      14913 |               torch.cuda.random
import time:     22546 |      22546 |                 torch.cuda.amp.autocast_mode
import time:     32226 |      32226 |                 torch.cuda.amp.common
import time:     28731 |      28731 |                 torch.cuda.amp.grad_scaler
import time:      7345 |      90846 |               torch.cuda.amp
import time:      7194 |       7194 |               torch.cuda.jiterator
import time:      4832 |       4832 |               torch.cuda.nvtx
import time:      5500 |       5500 |               torch.cuda.profiler
import time:      4039 |       4039 |               torch.cuda.sparse
import time:       422 |        422 |                     multiprocessing.process
import time:       435 |        435 |                     multiprocessing.reduction
import time:       712 |       1568 |                   multiprocessing.context
import time:      1156 |       2723 |                 multiprocessing
import time:      4442 |       7164 |               torch.cuda.tunable
import time:     57813 |     231371 |             torch.cuda
import time:      3999 |       3999 |                 torch.sparse._semi_structured_conversions
import time:      3943 |       3943 |                 torch.sparse._semi_structured_ops
import time:      7058 |      14999 |               torch.sparse.semi_structured
import time:      5158 |      20156 |             torch.sparse
import time:      3787 |       3787 |             torch._compile
import time:      2653 |       2653 |             torch._VF
import time:      6487 |       6487 |                   torch.nn.parameter
import time:      9197 |       9197 |                       torch._prims_common
import time:     15975 |      15975 |                           torch.utils.backcompat
import time:      7081 |       7081 |                           torch.utils.collect_env
import time:      1582 |       1582 |                                   cmd
import time:      1742 |       1742 |                                   bdb
import time:      1217 |       1217 |                                     codeop
import time:      1396 |       2612 |                                   code
import time:      2142 |       8076 |                                 pdb
import time:     10125 |      10125 |                                   torch.utils._typing_utils
import time:      8112 |       8112 |                                     torch.monitor
import time:      3732 |       3732 |                                       torch.distributed.logging_handlers
import time:      4152 |       7883 |                                     torch.distributed.c10d_logger
import time:      5160 |       5160 |                                     torch.distributed.constants
import time:      5001 |       5001 |                                     torch.distributed.rendezvous
import time:     10105 |      36259 |                                   torch.distributed.distributed_c10d
import time:      8220 |      54603 |                                 torch.distributed.device_mesh
import time:     13508 |      13508 |                                 torch.distributed.remote_device
import time:     20456 |      96642 |                               torch.distributed
import time:     13956 |      13956 |                                               torch.utils.data.datapipes._hook_iterator
import time:     16813 |      30768 |                                             torch.utils.data.datapipes._typing
import time:      4628 |       4628 |                                               torch.utils._import_utils
import time:     24210 |      24210 |                                                 torch.utils.data.datapipes.utils
import time:     68776 |      92985 |                                               torch.utils.data.datapipes.utils.common
import time:     62754 |      62754 |                                               torch.utils.data.dataset
import time:     10337 |     170703 |                                             torch.utils.data.datapipes.datapipe
import time:     31189 |     232659 |                                           torch.utils.data.datapipes._decorator
