import time: self [us] | cumulative | imported package
import time:     13434 |      13434 |                 antlr4.atn.ATNDeserializationOptions
import time:     12956 |      37865 |               antlr4.atn.ATNDeserializer
import time:     14705 |      14705 |                 antlr4.ListTokenSource
import time:     18588 |      18588 |                 antlr4.tree.Chunk
import time:     12674 |      12674 |                 antlr4.tree.RuleTagToken
import time:     12966 |      12966 |                 antlr4.tree.TokenTagToken
import time:     13032 |      71963 |               antlr4.tree.ParseTreePatternMatcher
import time:     10971 |     133010 |             antlr4.Parser
import time:     12723 |      12723 |             antlr4.dfa.DFA
import time:     12486 |      12486 |               antlr4.atn.PredictionMode
import time:     12728 |      25214 |             antlr4.atn.ParserATNSimulator
import time:     13442 |      13442 |             antlr4.error.DiagnosticErrorListener
import time:     20238 |     822262 |           antlr4
import time:     18759 |      18759 |               yaml.error
import time:     14176 |      14176 |               yaml.tokens
import time:     11096 |      11096 |               yaml.events
import time:     10368 |      10368 |               yaml.nodes
import time:     15848 |      15848 |                 yaml.reader
import time:     13655 |      13655 |                 yaml.scanner
import time:     12386 |      12386 |                 yaml.parser
import time:     11006 |      11006 |                 yaml.composer
import time:       153 |        153 |                     _datetime
import time:      2011 |       2163 |                   datetime
import time:        87 |         87 |                     binascii
import time:      1702 |       1789 |                   base64
import time:     13431 |      17383 |                 yaml.constructor
import time:     12257 |      12257 |                 yaml.resolver
import time:     11181 |      93713 |               yaml.loader
import time:     21073 |      21073 |                 yaml.emitter
import time:     11265 |      11265 |                 yaml.serializer
import time:     14581 |      14581 |                 yaml.representer
import time:     11688 |      58607 |               yaml.dumper
import time:       288 |        288 |                   yaml.yaml
import time:      7883 |       8171 |                 yaml._yaml
import time:     20660 |      28831 |               yaml.cyaml
import time:     17659 |     253205 |             yaml
import time:      4500 |       4500 |             omegaconf.errors
import time:      7987 |       7987 |                     omegaconf.grammar
import time:     15089 |      23075 |                   omegaconf.grammar.gen
import time:     17353 |      40427 |                 omegaconf.grammar.gen.OmegaConfGrammarLexer
import time:      9949 |       9949 |                 omegaconf.grammar.gen.OmegaConfGrammarParser
import time:      8755 |       8755 |                 omegaconf.grammar.gen.OmegaConfGrammarParserVisitor
import time:      5860 |      64990 |               omegaconf.grammar_visitor
import time:      6653 |      71643 |             omegaconf.grammar_parser
import time:      4650 |       4650 |                 attr._compat
import time:      1880 |       1880 |                   __future__
import time:        66 |         66 |                   unicodedata
import time:      5034 |       5034 |                   attr._config
import time:      5604 |       5604 |                     attr.exceptions
import time:      4548 |      10152 |                   attr.setters
import time:      8103 |      25234 |                 attr._make
import time:      7409 |      37292 |               attr.converters
import time:      4476 |       4476 |               attr.filters
import time:      7384 |       7384 |               attr.validators
import time:      4430 |       4430 |               attr._cmp
import time:      5099 |       5099 |               attr._funcs
import time:      5044 |       5044 |               attr._next_gen
import time:      6945 |       6945 |               attr._version_info
import time:      7058 |      77725 |             attr
import time:     13944 |     421015 |           omegaconf._utils
import time:     19386 |    1276809 |         omegaconf.base
import time:      6718 |       6718 |           omegaconf.basecontainer
import time:      5522 |       5522 |           omegaconf.nodes
import time:      7281 |      19520 |         omegaconf.dictconfig
import time:      6050 |       6050 |         omegaconf.listconfig
import time:     11659 |      11659 |               omegaconf.resolvers.oc.dict
import time:     17257 |      28916 |             omegaconf.resolvers.oc
import time:     19611 |      48526 |           omegaconf.resolvers
import time:      6557 |      55082 |         omegaconf.omegaconf
import time:      4632 |       4632 |         omegaconf.version
import time:     17121 |    1379212 |       omegaconf
import time:      1582 |       1582 |           gettext
import time:      1936 |       3518 |         argparse
import time:     12368 |      12368 |             hydra.core
import time:     15464 |      27832 |           hydra.core.config_search_path
import time:     13580 |      41412 |         hydra._internal.config_search_path_impl
import time:      9006 |       9006 |               packaging
import time:      4610 |       4610 |               packaging._structures
import time:     11145 |      24760 |             packaging.version
import time:      3929 |       3929 |               hydra.errors
import time:      7787 |      11715 |             hydra._internal.deprecation_warning
import time:      7316 |       7316 |             hydra.core.singleton
import time:      9721 |      53511 |           hydra.version
import time:      8337 |       8337 |                 hydra.core.object_type
import time:      9910 |       9910 |                   hydra.plugins
import time:     10405 |      10405 |                   hydra.core.default_element
import time:      7593 |       7593 |                   hydra.plugins.plugin
import time:     14401 |      42308 |                 hydra.plugins.config_source
import time:      7737 |      58380 |               hydra.core.config_store
import time:      7369 |       7369 |               hydra.types
import time:     22453 |      88201 |             hydra.conf
import time:      7534 |      95734 |           hydra.core.hydra_config
import time:     14420 |     163663 |         hydra.core.utils
import time:      7283 |     215875 |       hydra._internal.utils
import time:     23354 |    1667701 |     hydra._internal.instantiate._instantiate2
import time:     17958 |    1735699 |   hydra.utils
import time:      6218 |       6218 |   hydra.main
import time:      7572 |       7572 |         hydra.core.config_loader
import time:       492 |        492 |             importlib._abc
import time:       929 |       1421 |           importlib.util
import time:      2209 |       2209 |           pkgutil
import time:        66 |         66 |             gc
import time:      2146 |       2211 |           timeit
import time:     11256 |      11256 |           hydra._internal.sources_registry
import time:      7047 |       7047 |           hydra.plugins.completion_plugin
import time:      7469 |       7469 |           hydra.plugins.launcher
import time:      6298 |       6298 |           hydra.plugins.search_path_plugin
import time:      6534 |       6534 |           hydra.plugins.sweeper
import time:      7173 |      51615 |         hydra.core.plugins
import time:      7233 |       7233 |         hydra._internal.callbacks
import time:      8688 |       8688 |           hydra._internal.config_repository
import time:     12214 |      12214 |               hydra.core.override_parser
import time:      1234 |       1234 |                   numbers
import time:      2892 |       4126 |                 _decimal
import time:      1281 |       5406 |               decimal
import time:        52 |         52 |                   _bisect
import time:      1237 |       1289 |                 bisect
import time:        33 |         33 |                 _random
import time:        27 |         27 |                 _sha512
import time:      1427 |       2774 |               random
import time:     12518 |      12518 |                 hydra._internal.grammar
import time:     25543 |      38061 |               hydra._internal.grammar.utils
import time:     15325 |      73778 |             hydra.core.override_parser.types
import time:      7605 |      81382 |           hydra._internal.defaults_list
import time:     12356 |      12356 |             hydra._internal.grammar.grammar_functions
import time:     10005 |      10005 |             hydra._internal.grammar.functions
import time:     10768 |      10768 |                   hydra.grammar
import time:     12998 |      23766 |                 hydra.grammar.gen
import time:     16431 |      40196 |               hydra.grammar.gen.OverrideLexer
import time:      9136 |       9136 |               hydra.grammar.gen.OverrideParser
import time:      9126 |       9126 |               hydra.grammar.gen.OverrideParserVisitor
import time:      9185 |      67641 |             hydra.core.override_parser.overrides_visitor
import time:     12740 |     102741 |           hydra.core.override_parser.overrides_parser
import time:      7134 |     199943 |         hydra._internal.config_loader_impl
import time:      8651 |     275012 |       hydra._internal.hydra
import time:      7168 |     282179 |     hydra.core.global_hydra
import time:      6108 |     288287 |   hydra.compose
import time:      5497 |       5497 |   hydra.initialize
import time:     17676 |    2053375 | hydra
import time:      8961 |       8961 |     lightning.__about__
import time:      9076 |       9076 |     lightning.__version__
import time:     11011 |      11011 |               lightning_utilities.__about__
import time:      9164 |       9164 |                   lightning_utilities.core.apply_func
import time:      6362 |       6362 |                     typing_extensions
import time:      7578 |      13940 |                   lightning_utilities.core.enums
import time:       178 |        178 |                         _csv
import time:      1271 |       1448 |                       csv
import time:      1255 |       1255 |                       email
import time:       165 |        165 |                           zlib
import time:      1105 |       1105 |                             _compression
import time:      2012 |       2012 |                             _bz2
import time:      1213 |       4329 |                           bz2
import time:      1383 |       1383 |                             _lzma
import time:      1638 |       3020 |                           lzma
import time:      1500 |       9012 |                         shutil
import time:      1817 |      10828 |                       zipfile
import time:      1131 |       1131 |                           uu
import time:      1158 |       1158 |                           quopri
import time:      1653 |       1653 |                                 locale
import time:      1608 |       3261 |                               calendar
import time:       387 |       3647 |                             email._parseaddr
import time:       319 |        319 |                               email.base64mime
import time:       392 |        392 |                               email.quoprimime
import time:       669 |        669 |                               email.errors
import time:       413 |        413 |                               email.encoders
import time:       483 |       2275 |                             email.charset
import time:       622 |       6543 |                           email.utils
import time:       824 |        824 |                             email.header
import time:       618 |       1442 |                           email._policybase
import time:       563 |        563 |                           email._encoded_words
import time:       405 |        405 |                           email.iterators
import time:      1225 |      12464 |                         email.message
import time:       371 |        371 |                           importlib.metadata._functools
import time:       520 |        890 |                         importlib.metadata._text
import time:      1042 |      14396 |                       importlib.metadata._adapters
import time:       559 |        559 |                       importlib.metadata._meta
import time:       483 |        483 |                       importlib.metadata._collections
import time:       320 |        320 |                       importlib.metadata._itertools
import time:       743 |        743 |                       importlib.abc
import time:      1830 |      31858 |                     importlib.metadata
import time:      7597 |       7597 |                                 sysconfig
import time:      4924 |       4924 |                                   packaging._elffile
import time:      5211 |      10135 |                                 packaging._manylinux
import time:      5399 |       5399 |                                 packaging._musllinux
import time:      6121 |      29250 |                               packaging.tags
import time:      6137 |      35387 |                             packaging.utils
import time:      6685 |      42071 |                           packaging.specifiers
import time:      8317 |      50387 |                         packaging._tokenizer
import time:      5448 |      55834 |                       packaging._parser
import time:      6468 |       6468 |                       packaging.markers
import time:      5064 |      67366 |                     packaging.requirements
import time:      9733 |     108956 |                   lightning_utilities.core.imports
import time:       667 |        667 |                           unittest.util
import time:       717 |       1384 |                         unittest.result
import time:      1519 |       1519 |                           difflib
import time:      1199 |       1199 |                           pprint
import time:      1113 |       3831 |                         unittest.case
import time:       434 |        434 |                         unittest.suite
import time:       637 |        637 |                         unittest.loader
import time:       344 |        344 |                             unittest.signals
import time:       370 |        714 |                           unittest.runner
import time:       347 |       1060 |                         unittest.main
import time:      1467 |       8811 |                       unittest
import time:       878 |        878 |                             concurrent
import time:      1049 |       1049 |                             concurrent.futures._base
import time:       623 |       2550 |                           concurrent.futures
import time:      5575 |       5575 |                             _ssl
import time:      3664 |       9238 |                           ssl
import time:       447 |        447 |                           asyncio.constants
import time:       381 |        381 |                               asyncio.format_helpers
import time:       364 |        744 |                             asyncio.base_futures
import time:       341 |        341 |                             asyncio.log
import time:       465 |       1549 |                           asyncio.coroutines
import time:      1032 |       1032 |                               _contextvars
import time:      1068 |       2100 |                             contextvars
import time:       369 |        369 |                               asyncio.exceptions
import time:       297 |        297 |                               asyncio.base_tasks
import time:      1521 |       2186 |                             _asyncio
import time:       668 |       4953 |                           asyncio.events
import time:       410 |        410 |                           asyncio.futures
import time:       461 |        461 |                           asyncio.protocols
import time:       378 |        378 |                             asyncio.transports
import time:       537 |        914 |                           asyncio.sslproto
import time:       301 |        301 |                               asyncio.mixins
import time:      1175 |       1175 |                               asyncio.tasks
import time:       405 |       1880 |                             asyncio.locks
import time:       435 |       2315 |                           asyncio.staggered
import time:       379 |        379 |                           asyncio.trsock
import time:      1036 |      24247 |                         asyncio.base_events
import time:       287 |        287 |                         asyncio.runners
import time:       389 |        389 |                         asyncio.queues
import time:       486 |        486 |                         asyncio.streams
import time:       351 |        351 |                         asyncio.subprocess
import time:       261 |        261 |                         asyncio.threads
import time:       439 |        439 |                           asyncio.base_subprocess
import time:       578 |        578 |                           asyncio.selector_events
import time:       782 |       1799 |                         asyncio.unix_events
import time:      1207 |      29024 |                       asyncio
import time:      1894 |      39728 |                     unittest.mock
import time:      7456 |      47184 |                   lightning_utilities.core.overrides
import time:      7858 |       7858 |                   lightning_utilities.core.rank_zero
import time:     10133 |     197232 |                 lightning_utilities.core
import time:        28 |     197260 |               lightning_utilities.core.apply_func
import time:      8237 |     216507 |             lightning_utilities
import time:        25 |     216532 |           lightning_utilities.core
import time:        29 |     216560 |         lightning_utilities.core.imports
import time:      2224 |       2224 |               _ctypes
import time:       823 |        823 |               ctypes._endian
import time:      1674 |       4719 |             ctypes
import time:      1460 |       1460 |             glob
import time:      8013 |       8013 |             torch._utils
import time:      1558 |       1558 |               tempfile
import time:     10516 |      10516 |                 torch._strobelight
import time:      1614 |       1614 |                       _json
import time:       753 |       2366 |                     json.scanner
import time:       786 |       3152 |                   json.decoder
import time:       656 |        656 |                   json.encoder
import time:      1295 |       5102 |                 json
import time:      7470 |       7470 |                 torch._strobelight.cli_function_profiler
import time:     11305 |      34391 |               torch._strobelight.compile_time_profiler
import time:      6774 |      42723 |             torch._utils_internal
import time:     10310 |      10310 |                   torch._vendor
import time:     16025 |      26334 |                 torch._vendor.packaging
import time:      7781 |       7781 |                 torch._vendor.packaging._structures
import time:     13272 |      47386 |               torch._vendor.packaging.version
import time:      5061 |       5061 |               torch.version
import time:      5544 |      57989 |             torch.torch_version
import time:       865 |        865 |             torch._rocm_init
import time:     14888 |      14888 |                     numpy._utils._convertions
import time:     28496 |      43384 |                   numpy._utils
import time:     15209 |      58593 |                 numpy._globals
import time:      7605 |       7605 |                 numpy.exceptions
import time:      7488 |       7488 |                 numpy.version
import time:       854 |        854 |                   numpy._distributor_init_local
import time:      9111 |       9964 |                 numpy._distributor_init
import time:      6270 |       6270 |                           numpy._utils._inspect
import time:      4624 |       4624 |                             numpy.core._exceptions
import time:      9522 |       9522 |                             numpy.dtypes
import time:    113806 |     127951 |                           numpy.core._multiarray_umath
import time:     17724 |     151945 |                         numpy.core.overrides
import time:     15602 |     167546 |                       numpy.core.multiarray
import time:     17034 |      17034 |                       numpy.core.umath
import time:      4139 |       4139 |                         numpy.core._string_helpers
import time:      1157 |       1157 |                               pickle5
import time:      8030 |       9186 |                             numpy.compat.py3k
import time:      6891 |      16076 |                           numpy.compat
import time:      3520 |       3520 |                           numpy.core._dtype
import time:      4450 |      24046 |                         numpy.core._type_aliases
import time:      4104 |      32288 |                       numpy.core.numerictypes
import time:      2831 |       2831 |                               numpy.core._ufunc_config
import time:      3725 |       6555 |                             numpy.core._methods
import time:      4610 |      11165 |                           numpy.core.fromnumeric
import time:      3539 |      14704 |                         numpy.core.shape_base
import time:      4054 |       4054 |                         numpy.core.arrayprint
import time:      3978 |       3978 |                         numpy.core._asarray
import time:      4375 |      27110 |                       numpy.core.numeric
import time:      5809 |       5809 |                       numpy.core.defchararray
import time:      3442 |       3442 |                       numpy.core.records
import time:      3814 |       3814 |                       numpy.core.memmap
import time:      4093 |       4093 |                       numpy.core.function_base
import time:      3067 |       3067 |                       numpy.core._machar
import time:      4252 |       4252 |                       numpy.core.getlimits
import time:      7571 |       7571 |                       numpy.core.einsumfunc
import time:      2949 |       2949 |                         numpy.core._multiarray_tests
import time:      7610 |      10559 |                       numpy.core._add_newdocs
import time:      5142 |       5142 |                       numpy.core._add_newdocs_scalars
import time:      3541 |       3541 |                       numpy.core._dtype_ctypes
import time:      3771 |       3771 |                       numpy.core._internal
import time:      3103 |       3103 |                       numpy._pytesttester
import time:     15957 |     318090 |                     numpy.core
import time:        31 |     318120 |                   numpy.core._multiarray_umath
import time:      8376 |     326496 |                 numpy.__config__
import time:      8395 |       8395 |                   numpy.lib.mixins
import time:      4722 |       4722 |                       numpy.lib.ufunclike
import time:      5665 |      10387 |                     numpy.lib.type_check
import time:      7047 |      17434 |                   numpy.lib.scimath
import time:      5816 |       5816 |                               numpy.lib.stride_tricks
import time:      6841 |      12656 |                             numpy.lib.twodim_base
import time:      4796 |       4796 |                             numpy.linalg._umath_linalg
import time:     10402 |      10402 |                               numpy._typing._nested_sequence
import time:      5973 |       5973 |                               numpy._typing._nbit
import time:      8103 |       8103 |                               numpy._typing._char_codes
import time:      7040 |       7040 |                               numpy._typing._scalars
import time:      6434 |       6434 |                               numpy._typing._shape
import time:      7194 |       7194 |                               numpy._typing._dtype_like
import time:      8073 |       8073 |                               numpy._typing._array_like
import time:      8596 |      61812 |                             numpy._typing
import time:      9152 |      88414 |                           numpy.linalg.linalg
import time:      7638 |      96052 |                         numpy.linalg
import time:     11384 |     107436 |                       numpy.matrixlib.defmatrix
import time:      7272 |     114707 |                     numpy.matrixlib
import time:      6856 |       6856 |                       numpy.lib.histograms
import time:      7459 |      14315 |                     numpy.lib.function_base
import time:      6613 |     135634 |                   numpy.lib.index_tricks
import time:      6374 |       6374 |                   numpy.lib.nanfunctions
import time:      6406 |       6406 |                   numpy.lib.shape_base
import time:      5113 |       5113 |                   numpy.lib.polynomial
import time:      5426 |       5426 |                   numpy.lib.utils
import time:      5903 |       5903 |                   numpy.lib.arraysetops
import time:      5697 |       5697 |                     numpy.lib.format
import time:      6516 |       6516 |                     numpy.lib._datasource
import time:      6631 |       6631 |                     numpy.lib._iotools
import time:      5615 |      24457 |                   numpy.lib.npyio
import time:      7552 |       7552 |                   numpy.lib.arrayterator
import time:      6529 |       6529 |                   numpy.lib.arraypad
import time:      7727 |       7727 |                   numpy.lib._version
import time:      7417 |     244361 |                 numpy.lib
import time:      3301 |       3301 |                     numpy.fft._pocketfft_internal
import time:      9531 |      12831 |                   numpy.fft._pocketfft
import time:      3675 |       3675 |                   numpy.fft.helper
import time:     10414 |      26919 |                 numpy.fft
import time:      6103 |       6103 |                     numpy.polynomial.polyutils
import time:      5675 |       5675 |                     numpy.polynomial._polybase
import time:     10157 |      21934 |                   numpy.polynomial.polynomial
import time:      6349 |       6349 |                   numpy.polynomial.chebyshev
import time:      6320 |       6320 |                   numpy.polynomial.legendre
import time:      6626 |       6626 |                   numpy.polynomial.hermite
import time:      6835 |       6835 |                   numpy.polynomial.hermite_e
import time:      5709 |       5709 |                   numpy.polynomial.laguerre
import time:      9341 |      63111 |                 numpy.polynomial
import time:       972 |        972 |                           backports_abc
import time:      4480 |       5451 |                         numpy.random._common
import time:      1890 |       1890 |                             _hashlib
import time:        80 |         80 |                               _blake2
import time:      1675 |       1754 |                             hashlib
import time:      1247 |       4890 |                           hmac
import time:      1112 |       6002 |                         secrets
import time:      7502 |      18954 |                       numpy.random.bit_generator
import time:      3958 |       3958 |                       numpy.random._bounded_integers
import time:      2792 |       2792 |                       numpy.random._mt19937
import time:      6898 |      32600 |                     numpy.random.mtrand
import time:      3356 |       3356 |                     numpy.random._philox
import time:      3552 |       3552 |                     numpy.random._pcg64
import time:      4136 |       4136 |                     numpy.random._sfc64
import time:      9398 |       9398 |                     numpy.random._generator
import time:      8187 |      61228 |                   numpy.random._pickle
import time:      8107 |      69335 |                 numpy.random
import time:      4242 |       4242 |                 numpy.ctypeslib
import time:     21612 |      21612 |                   numpy.ma.core
import time:      6177 |       6177 |                   numpy.ma.extras
import time:      7492 |      35280 |                 numpy.ma
import time:     12338 |     865727 |               numpy
import time:   2015764 |    2881491 |             torch._C
import time:      3247 |       3247 |               torch._namedtensor_internals
import time:      4888 |       4888 |               torch.overrides
import time:      3810 |      11944 |             torch._tensor
import time:      3727 |       3727 |               torch.types
import time:      3796 |       7523 |             torch.storage
import time:      6561 |       6561 |               torch.amp.autocast_mode
import time:      5549 |       5549 |               torch.amp.grad_scaler
import time:      5922 |      18032 |             torch.amp
import time:      3449 |       3449 |             torch.random
import time:        65 |         65 |                 pwd
import time:        51 |         51 |                 grp
import time:      2022 |       2138 |               tarfile
import time:      3420 |       3420 |               torch._weights_only_unpickler
import time:      3515 |       3515 |               torch._sources
import time:      1601 |       1601 |               mmap
import time:      4633 |      15304 |             torch.serialization
import time:      3593 |       3593 |             torch._tensor_str
import time:      6067 |       6067 |               torch.cuda.gds
import time:      4047 |       4047 |               torch.cuda._utils
import time:      6493 |       6493 |               torch.cuda.graphs
import time:      4231 |       4231 |               torch.cuda.streams
import time:       632 |        632 |                 ctypes.util
import time:      9001 |       9633 |               pynvml
import time:      5117 |       5117 |                 torch.cuda._memory_viz
import time:      4871 |       9988 |               torch.cuda.memory
import time:      4020 |       4020 |               torch.cuda.random
import time:      6149 |       6149 |                 torch.cuda.amp.autocast_mode
import time:      4639 |       4639 |                 torch.cuda.amp.common
import time:     15638 |      15638 |                 torch.cuda.amp.grad_scaler
import time:      5930 |      32354 |               torch.cuda.amp
import time:      7358 |       7358 |               torch.cuda.jiterator
import time:      3574 |       3574 |               torch.cuda.nvtx
import time:      5338 |       5338 |               torch.cuda.profiler
import time:      2900 |       2900 |               torch.cuda.sparse
import time:       437 |        437 |                     multiprocessing.process
import time:       570 |        570 |                     multiprocessing.reduction
import time:       816 |       1822 |                   multiprocessing.context
import time:      1151 |       2972 |                 multiprocessing
import time:      3768 |       6740 |               torch.cuda.tunable
import time:     38575 |     141311 |             torch.cuda
import time:      4737 |       4737 |                 torch.sparse._semi_structured_conversions
import time:      4595 |       4595 |                 torch.sparse._semi_structured_ops
import time:      7492 |      16822 |               torch.sparse.semi_structured
import time:      9022 |      25843 |             torch.sparse
import time:      3921 |       3921 |             torch._compile
import time:      2903 |       2903 |             torch._VF
import time:      6956 |       6956 |                   torch.nn.parameter
import time:      7874 |       7874 |                       torch._prims_common
import time:     10780 |      10780 |                           torch.utils.backcompat
import time:      4426 |       4426 |                           torch.utils.collect_env
import time:      1306 |       1306 |                                   cmd
import time:      2576 |       2576 |                                   bdb
import time:       825 |        825 |                                     codeop
import time:      1146 |       1970 |                                   code
import time:      1454 |       7305 |                                 pdb
import time:      4196 |       4196 |                                   torch.utils._typing_utils
import time:      6047 |       6047 |                                     torch.monitor
import time:      4391 |       4391 |                                       torch.distributed.logging_handlers
import time:      6832 |      11223 |                                     torch.distributed.c10d_logger
import time:      4033 |       4033 |                                     torch.distributed.constants
import time:      6514 |       6514 |                                     torch.distributed.rendezvous
import time:      6455 |      34271 |                                   torch.distributed.distributed_c10d
import time:      5377 |      43843 |                                 torch.distributed.device_mesh
import time:      4602 |       4602 |                                 torch.distributed.remote_device
import time:     10161 |      65909 |                               torch.distributed
import time:      7312 |       7312 |                                               torch.utils.data.datapipes._hook_iterator
import time:      6545 |      13856 |                                             torch.utils.data.datapipes._typing
import time:      4506 |       4506 |                                               torch.utils._import_utils
import time:     15850 |      15850 |                                                 torch.utils.data.datapipes.utils
import time:     15478 |      31327 |                                               torch.utils.data.datapipes.utils.common
import time:      5622 |       5622 |                                               torch.utils.data.dataset
import time:      8001 |      49455 |                                             torch.utils.data.datapipes.datapipe
import time:      6274 |      69585 |                                           torch.utils.data.datapipes._decorator
