import time: self [us] | cumulative | imported package
import time:       376 |       1661 |                             asyncio.locks
import time:       430 |       2091 |                           asyncio.staggered
import time:       330 |        330 |                           asyncio.trsock
import time:      1079 |      21745 |                         asyncio.base_events
import time:       336 |        336 |                         asyncio.runners
import time:       495 |        495 |                         asyncio.queues
import time:       683 |        683 |                         asyncio.streams
import time:       471 |        471 |                         asyncio.subprocess
import time:       272 |        272 |                         asyncio.threads
import time:       483 |        483 |                           asyncio.base_subprocess
import time:       767 |        767 |                           asyncio.selector_events
import time:       848 |       2097 |                         asyncio.unix_events
import time:       977 |      27073 |                       asyncio
import time:      1198 |      36446 |                     unittest.mock
import time:      5099 |      41544 |                   lightning_utilities.core.overrides
import time:      7620 |       7620 |                   lightning_utilities.core.rank_zero
import time:      9677 |     187033 |                 lightning_utilities.core
import time:        27 |     187059 |               lightning_utilities.core.apply_func
import time:      5407 |     199747 |             lightning_utilities
import time:        10 |     199756 |           lightning_utilities.core
import time:        30 |     199785 |         lightning_utilities.core.imports
import time:      1917 |       1917 |               _ctypes
import time:       676 |        676 |               ctypes._endian
import time:      1611 |       4204 |             ctypes
import time:      1117 |       1117 |             glob
import time:      7394 |       7394 |             torch._utils
import time:      1138 |       1138 |               tempfile
import time:      9269 |       9269 |                 torch._strobelight
import time:      1096 |       1096 |                       _json
import time:       566 |       1661 |                     json.scanner
import time:       893 |       2554 |                   json.decoder
import time:       540 |        540 |                   json.encoder
import time:       927 |       4020 |                 json
import time:      6264 |       6264 |                 torch._strobelight.cli_function_profiler
import time:      8862 |      28414 |               torch._strobelight.compile_time_profiler
import time:      4265 |      33815 |             torch._utils_internal
import time:      7780 |       7780 |                   torch._vendor
import time:     12098 |      19877 |                 torch._vendor.packaging
import time:      8357 |       8357 |                 torch._vendor.packaging._structures
import time:     14407 |      42640 |               torch._vendor.packaging.version
import time:      4213 |       4213 |               torch.version
import time:      4434 |      51286 |             torch.torch_version
import time:       724 |        724 |             torch._rocm_init
import time:     11844 |      11844 |                     numpy._utils._convertions
import time:     11560 |      23403 |                   numpy._utils
import time:      9734 |      33137 |                 numpy._globals
import time:      5838 |       5838 |                 numpy.exceptions
import time:      7456 |       7456 |                 numpy.version
import time:       964 |        964 |                   numpy._distributor_init_local
import time:      7132 |       8096 |                 numpy._distributor_init
import time:      8311 |       8311 |                           numpy._utils._inspect
import time:     10978 |      10978 |                             numpy.core._exceptions
import time:     19243 |      19243 |                             numpy.dtypes
import time:     99592 |     129812 |                           numpy.core._multiarray_umath
import time:      7411 |     145533 |                         numpy.core.overrides
import time:     14837 |     160369 |                       numpy.core.multiarray
import time:      4531 |       4531 |                       numpy.core.umath
import time:      4252 |       4252 |                         numpy.core._string_helpers
import time:       998 |        998 |                               pickle5
import time:      7550 |       8548 |                             numpy.compat.py3k
import time:      9225 |      17772 |                           numpy.compat
import time:      5055 |       5055 |                           numpy.core._dtype
import time:      3824 |      26650 |                         numpy.core._type_aliases
import time:      9394 |      40295 |                       numpy.core.numerictypes
import time:      4574 |       4574 |                               numpy.core._ufunc_config
import time:      5872 |      10446 |                             numpy.core._methods
import time:      5719 |      16164 |                           numpy.core.fromnumeric
import time:      4714 |      20877 |                         numpy.core.shape_base
import time:      4912 |       4912 |                         numpy.core.arrayprint
import time:      3917 |       3917 |                         numpy.core._asarray
import time:      5515 |      35220 |                       numpy.core.numeric
import time:      4186 |       4186 |                       numpy.core.defchararray
import time:      5159 |       5159 |                       numpy.core.records
import time:      4358 |       4358 |                       numpy.core.memmap
import time:      4055 |       4055 |                       numpy.core.function_base
import time:      3931 |       3931 |                       numpy.core._machar
import time:      3983 |       3983 |                       numpy.core.getlimits
import time:      4858 |       4858 |                       numpy.core.einsumfunc
import time:      3282 |       3282 |                         numpy.core._multiarray_tests
import time:      5195 |       8477 |                       numpy.core._add_newdocs
import time:      4530 |       4530 |                       numpy.core._add_newdocs_scalars
import time:      4578 |       4578 |                       numpy.core._dtype_ctypes
import time:      8992 |       8992 |                       numpy.core._internal
import time:      8863 |       8863 |                       numpy._pytesttester
import time:     10789 |     317167 |                     numpy.core
import time:        42 |     317208 |                   numpy.core._multiarray_umath
import time:      5716 |     322923 |                 numpy.__config__
import time:     18498 |      18498 |                   numpy.lib.mixins
import time:      8613 |       8613 |                       numpy.lib.ufunclike
import time:     11547 |      20160 |                     numpy.lib.type_check
import time:     26631 |      46790 |                   numpy.lib.scimath
import time:     10219 |      10219 |                               numpy.lib.stride_tricks
import time:     12497 |      22716 |                             numpy.lib.twodim_base
import time:      7771 |       7771 |                             numpy.linalg._umath_linalg
import time:     15757 |      15757 |                               numpy._typing._nested_sequence
import time:      8115 |       8115 |                               numpy._typing._nbit
import time:      9209 |       9209 |                               numpy._typing._char_codes
import time:      9446 |       9446 |                               numpy._typing._scalars
import time:      7180 |       7180 |                               numpy._typing._shape
import time:      8985 |       8985 |                               numpy._typing._dtype_like
import time:     10844 |      10844 |                               numpy._typing._array_like
import time:     14030 |      83561 |                             numpy._typing
import time:     12962 |     127009 |                           numpy.linalg.linalg
import time:     12413 |     139422 |                         numpy.linalg
import time:     12664 |     152085 |                       numpy.matrixlib.defmatrix
import time:     10612 |     162696 |                     numpy.matrixlib
import time:      8464 |       8464 |                       numpy.lib.histograms
import time:     11105 |      19568 |                     numpy.lib.function_base
import time:      7926 |     190189 |                   numpy.lib.index_tricks
import time:      7339 |       7339 |                   numpy.lib.nanfunctions
import time:      7991 |       7991 |                   numpy.lib.shape_base
import time:      7573 |       7573 |                   numpy.lib.polynomial
import time:      7731 |       7731 |                   numpy.lib.utils
import time:      8453 |       8453 |                   numpy.lib.arraysetops
import time:      7592 |       7592 |                     numpy.lib.format
import time:      8503 |       8503 |                     numpy.lib._datasource
import time:      6574 |       6574 |                     numpy.lib._iotools
import time:      8390 |      31056 |                   numpy.lib.npyio
import time:      6843 |       6843 |                   numpy.lib.arrayterator
import time:      4939 |       4939 |                   numpy.lib.arraypad
import time:      4928 |       4928 |                   numpy.lib._version
import time:     13970 |     356295 |                 numpy.lib
import time:      3298 |       3298 |                     numpy.fft._pocketfft_internal
import time:      7716 |      11014 |                   numpy.fft._pocketfft
import time:      4702 |       4702 |                   numpy.fft.helper
import time:      7095 |      22810 |                 numpy.fft
import time:      5648 |       5648 |                     numpy.polynomial.polyutils
import time:      5273 |       5273 |                     numpy.polynomial._polybase
import time:     10700 |      21620 |                   numpy.polynomial.polynomial
import time:      6368 |       6368 |                   numpy.polynomial.chebyshev
import time:      7352 |       7352 |                   numpy.polynomial.legendre
import time:      6698 |       6698 |                   numpy.polynomial.hermite
import time:      6557 |       6557 |                   numpy.polynomial.hermite_e
import time:      8652 |       8652 |                   numpy.polynomial.laguerre
import time:      7009 |      64253 |                 numpy.polynomial
import time:       993 |        993 |                           backports_abc
import time:      3511 |       4504 |                         numpy.random._common
import time:      1615 |       1615 |                             _hashlib
import time:        87 |         87 |                               _blake2
import time:      1972 |       2058 |                             hashlib
import time:       935 |       4607 |                           hmac
import time:      1203 |       5809 |                         secrets
import time:      4120 |      14432 |                       numpy.random.bit_generator
import time:      3522 |       3522 |                       numpy.random._bounded_integers
import time:      2725 |       2725 |                       numpy.random._mt19937
import time:      7090 |      27768 |                     numpy.random.mtrand
import time:      4750 |       4750 |                     numpy.random._philox
import time:      3601 |       3601 |                     numpy.random._pcg64
import time:      3073 |       3073 |                     numpy.random._sfc64
import time:      6267 |       6267 |                     numpy.random._generator
import time:      6709 |      52166 |                   numpy.random._pickle
import time:      9019 |      61185 |                 numpy.random
import time:      4231 |       4231 |                 numpy.ctypeslib
import time:     23804 |      23804 |                   numpy.ma.core
import time:      7532 |       7532 |                   numpy.ma.extras
import time:     10505 |      41841 |                 numpy.ma
import time:     11925 |     939984 |               numpy
import time:   2449210 |    3389194 |             torch._C
import time:      3541 |       3541 |               torch._namedtensor_internals
import time:      5679 |       5679 |               torch.overrides
import time:      5050 |      14270 |             torch._tensor
import time:      3946 |       3946 |               torch.types
import time:      5114 |       9060 |             torch.storage
import time:      9136 |       9136 |               torch.amp.autocast_mode
import time:      5262 |       5262 |               torch.amp.grad_scaler
import time:      6887 |      21284 |             torch.amp
import time:      3202 |       3202 |             torch.random
import time:        72 |         72 |                 pwd
import time:        39 |         39 |                 grp
import time:      2145 |       2254 |               tarfile
import time:     10681 |      10681 |               torch._weights_only_unpickler
import time:      7192 |       7192 |               torch._sources
import time:      2492 |       2492 |               mmap
import time:      9957 |      32573 |             torch.serialization
import time:      7793 |       7793 |             torch._tensor_str
import time:     15108 |      15108 |               torch.cuda.gds
import time:      8483 |       8483 |               torch.cuda._utils
import time:     10947 |      10947 |               torch.cuda.graphs
import time:      7057 |       7057 |               torch.cuda.streams
import time:       942 |        942 |                 ctypes.util
import time:     10308 |      11250 |               pynvml
import time:      5290 |       5290 |                 torch.cuda._memory_viz
import time:      5369 |      10658 |               torch.cuda.memory
import time:      4160 |       4160 |               torch.cuda.random
import time:      8779 |       8779 |                 torch.cuda.amp.autocast_mode
import time:      6180 |       6180 |                 torch.cuda.amp.common
import time:      6147 |       6147 |                 torch.cuda.amp.grad_scaler
import time:      8519 |      29623 |               torch.cuda.amp
import time:      5804 |       5804 |               torch.cuda.jiterator
import time:      6496 |       6496 |               torch.cuda.nvtx
import time:      4640 |       4640 |               torch.cuda.profiler
import time:      4727 |       4727 |               torch.cuda.sparse
import time:       521 |        521 |                     multiprocessing.process
import time:       581 |        581 |                     multiprocessing.reduction
import time:       985 |       2086 |                   multiprocessing.context
import time:      1268 |       3353 |                 multiprocessing
import time:      4939 |       8291 |               torch.cuda.tunable
import time:     54396 |     181633 |             torch.cuda
import time:      3920 |       3920 |                 torch.sparse._semi_structured_conversions
import time:      3873 |       3873 |                 torch.sparse._semi_structured_ops
import time:      8614 |      16406 |               torch.sparse.semi_structured
import time:      5489 |      21894 |             torch.sparse
import time:      3049 |       3049 |             torch._compile
import time:      2703 |       2703 |             torch._VF
import time:      6806 |       6806 |                   torch.nn.parameter
import time:     21861 |      21861 |                       torch._prims_common
import time:     10707 |      10707 |                           torch.utils.backcompat
import time:      4349 |       4349 |                           torch.utils.collect_env
import time:       966 |        966 |                                   cmd
import time:      1584 |       1584 |                                   bdb
import time:       892 |        892 |                                     codeop
import time:       930 |       1821 |                                   code
import time:      1398 |       5768 |                                 pdb
import time:      4601 |       4601 |                                   torch.utils._typing_utils
import time:      9707 |       9707 |                                     torch.monitor
import time:      4751 |       4751 |                                       torch.distributed.logging_handlers
import time:      4298 |       9049 |                                     torch.distributed.c10d_logger
import time:      3956 |       3956 |                                     torch.distributed.constants
import time:      4265 |       4265 |                                     torch.distributed.rendezvous
import time:      5883 |      32859 |                                   torch.distributed.distributed_c10d
import time:      8952 |      46410 |                                 torch.distributed.device_mesh
import time:      5166 |       5166 |                                 torch.distributed.remote_device
import time:     11502 |      68845 |                               torch.distributed
import time:      6656 |       6656 |                                               torch.utils.data.datapipes._hook_iterator
import time:      6206 |      12862 |                                             torch.utils.data.datapipes._typing
import time:      4867 |       4867 |                                               torch.utils._import_utils
import time:     11696 |      11696 |                                                 torch.utils.data.datapipes.utils
import time:     16325 |      28021 |                                               torch.utils.data.datapipes.utils.common
import time:      5656 |       5656 |                                               torch.utils.data.dataset
import time:      7670 |      46213 |                                             torch.utils.data.datapipes.datapipe
import time:      8437 |      67511 |                                           torch.utils.data.datapipes._decorator
import time:      7168 |       7168 |                                             torch.utils.data.datapipes.dataframe.dataframe_wrapper
