import time: self [us] | cumulative | imported package
import time:      6384 |      23558 |             torch.sparse
import time:      3373 |       3373 |             torch._compile
import time:      3221 |       3221 |             torch._VF
import time:      7870 |       7870 |                   torch.nn.parameter
import time:      9882 |       9882 |                       torch._prims_common
import time:     16256 |      16256 |                           torch.utils.backcompat
import time:      7831 |       7831 |                           torch.utils.collect_env
import time:       708 |        708 |                                   cmd
import time:       916 |        916 |                                   bdb
import time:       681 |        681 |                                     codeop
import time:       882 |       1563 |                                   code
import time:      1210 |       4395 |                                 pdb
import time:      5935 |       5935 |                                   torch.utils._typing_utils
import time:      6784 |       6784 |                                     torch.monitor
import time:      5758 |       5758 |                                       torch.distributed.logging_handlers
import time:      5084 |      10842 |                                     torch.distributed.c10d_logger
import time:      5063 |       5063 |                                     torch.distributed.constants
import time:      5825 |       5825 |                                     torch.distributed.rendezvous
import time:     13893 |      42405 |                                   torch.distributed.distributed_c10d
import time:      7893 |      56232 |                                 torch.distributed.device_mesh
import time:      5245 |       5245 |                                 torch.distributed.remote_device
import time:     16069 |      81940 |                               torch.distributed
import time:      7385 |       7385 |                                               torch.utils.data.datapipes._hook_iterator
import time:      8465 |      15850 |                                             torch.utils.data.datapipes._typing
import time:      5192 |       5192 |                                               torch.utils._import_utils
import time:     12673 |      12673 |                                                 torch.utils.data.datapipes.utils
import time:     28579 |      41252 |                                               torch.utils.data.datapipes.utils.common
import time:     16303 |      16303 |                                               torch.utils.data.dataset
import time:      8239 |      70984 |                                             torch.utils.data.datapipes.datapipe
import time:      8148 |      94981 |                                           torch.utils.data.datapipes._decorator
import time:      9904 |       9904 |                                             torch.utils.data.datapipes.dataframe.dataframe_wrapper
import time:     17334 |      27238 |                                           torch.utils.data.datapipes.dataframe.structures
import time:     14392 |     136610 |                                         torch.utils.data.datapipes.dataframe.dataframes
