import time: self [us] | cumulative | imported package
import time:     11935 |      20885 |                 hydra.grammar.gen
import time:     16067 |      36951 |               hydra.grammar.gen.OverrideLexer
import time:      9646 |       9646 |               hydra.grammar.gen.OverrideParser
import time:     10124 |      10124 |               hydra.grammar.gen.OverrideParserVisitor
import time:      8080 |      64799 |             hydra.core.override_parser.overrides_visitor
import time:      9078 |      92146 |           hydra.core.override_parser.overrides_parser
import time:      6694 |     165446 |         hydra._internal.config_loader_impl
import time:      7873 |     225715 |       hydra._internal.hydra
import time:      7332 |     233047 |     hydra.core.global_hydra
import time:      7955 |     241001 |   hydra.compose
import time:      5552 |       5552 |   hydra.initialize
import time:     15009 |    1709960 | hydra
import time:      7198 |       7198 |     lightning.__about__
import time:      6783 |       6783 |     lightning.__version__
import time:      7420 |       7420 |               lightning_utilities.__about__
import time:      9333 |       9333 |                   lightning_utilities.core.apply_func
import time:      6134 |       6134 |                     typing_extensions
import time:      5861 |      11995 |                   lightning_utilities.core.enums
import time:       191 |        191 |                         _csv
import time:      1381 |       1571 |                       csv
import time:      1264 |       1264 |                       email
import time:       123 |        123 |                           zlib
import time:       871 |        871 |                             _compression
import time:      1014 |       1014 |                             _bz2
import time:       712 |       2596 |                           bz2
import time:       896 |        896 |                             _lzma
import time:      1242 |       2137 |                           lzma
import time:       960 |       5815 |                         shutil
import time:      1236 |       7051 |                       zipfile
import time:       678 |        678 |                           uu
import time:       905 |        905 |                           quopri
import time:      1179 |       1179 |                                 locale
import time:       915 |       2094 |                               calendar
import time:       196 |       2289 |                             email._parseaddr
import time:       104 |        104 |                               email.base64mime
import time:       146 |        146 |                               email.quoprimime
import time:       316 |        316 |                               email.errors
import time:        92 |         92 |                               email.encoders
import time:       242 |        898 |                             email.charset
import time:       394 |       3580 |                           email.utils
import time:       551 |        551 |                             email.header
import time:       266 |        816 |                           email._policybase
import time:       233 |        233 |                           email._encoded_words
import time:        94 |         94 |                           email.iterators
import time:       427 |       6730 |                         email.message
import time:        73 |         73 |                           importlib.metadata._functools
import time:       122 |        195 |                         importlib.metadata._text
import time:       373 |       7297 |                       importlib.metadata._adapters
import time:       250 |        250 |                       importlib.metadata._meta
import time:       186 |        186 |                       importlib.metadata._collections
import time:        73 |         73 |                       importlib.metadata._itertools
import time:       337 |        337 |                       importlib.abc
import time:      1232 |      19256 |                     importlib.metadata
import time:      5737 |       5737 |                                 sysconfig
import time:      5531 |       5531 |                                   packaging._elffile
import time:      4703 |      10233 |                                 packaging._manylinux
import time:      4281 |       4281 |                                 packaging._musllinux
import time:      5255 |      25505 |                               packaging.tags
import time:      4688 |      30193 |                             packaging.utils
import time:      6278 |      36470 |                           packaging.specifiers
import time:      7686 |      44156 |                         packaging._tokenizer
import time:      4851 |      49006 |                       packaging._parser
import time:      4905 |       4905 |                       packaging.markers
import time:      5199 |      59109 |                     packaging.requirements
import time:      6026 |      84390 |                   lightning_utilities.core.imports
import time:       171 |        171 |                           unittest.util
import time:       222 |        392 |                         unittest.result
import time:      1050 |       1050 |                           difflib
import time:       800 |        800 |                           pprint
import time:       642 |       2492 |                         unittest.case
import time:       182 |        182 |                         unittest.suite
import time:       522 |        522 |                         unittest.loader
import time:        89 |         89 |                             unittest.signals
import time:       163 |        251 |                           unittest.runner
import time:       173 |        424 |                         unittest.main
import time:       697 |       4707 |                       unittest
import time:       906 |        906 |                             concurrent
import time:       507 |        507 |                             concurrent.futures._base
import time:       202 |       1614 |                           concurrent.futures
import time:      1883 |       1883 |                             _ssl
import time:      3423 |       5306 |                           ssl
import time:       215 |        215 |                           asyncio.constants
import time:        90 |         90 |                               asyncio.format_helpers
import time:       151 |        240 |                             asyncio.base_futures
import time:        81 |         81 |                             asyncio.log
import time:       231 |        551 |                           asyncio.coroutines
import time:       614 |        614 |                               _contextvars
import time:       681 |       1295 |                             contextvars
import time:       273 |        273 |                               asyncio.exceptions
import time:       115 |        115 |                               asyncio.base_tasks
import time:       822 |       1209 |                             _asyncio
import time:       299 |       2801 |                           asyncio.events
import time:       170 |        170 |                           asyncio.futures
import time:       122 |        122 |                           asyncio.protocols
import time:       159 |        159 |                             asyncio.transports
import time:       200 |        358 |                           asyncio.sslproto
import time:        80 |         80 |                               asyncio.mixins
import time:       717 |        717 |                               asyncio.tasks
import time:       219 |       1015 |                             asyncio.locks
import time:       212 |       1227 |                           asyncio.staggered
import time:       142 |        142 |                           asyncio.trsock
import time:       562 |      13064 |                         asyncio.base_events
import time:        88 |         88 |                         asyncio.runners
import time:       149 |        149 |                         asyncio.queues
import time:       278 |        278 |                         asyncio.streams
import time:       157 |        157 |                         asyncio.subprocess
import time:        74 |         74 |                         asyncio.threads
import time:       193 |        193 |                           asyncio.base_subprocess
import time:       368 |        368 |                           asyncio.selector_events
import time:       458 |       1018 |                         asyncio.unix_events
import time:      1008 |      15832 |                       asyncio
import time:       926 |      21464 |                     unittest.mock
import time:      6616 |      28079 |                   lightning_utilities.core.overrides
import time:      5850 |       5850 |                   lightning_utilities.core.rank_zero
import time:      9333 |     148978 |                 lightning_utilities.core
import time:        23 |     149000 |               lightning_utilities.core.apply_func
import time:      5468 |     161887 |             lightning_utilities
import time:        10 |     161897 |           lightning_utilities.core
import time:        19 |     161916 |         lightning_utilities.core.imports
import time:       733 |        733 |               _ctypes
import time:       244 |        244 |               ctypes._endian
import time:      1176 |       2152 |             ctypes
import time:       744 |        744 |             glob
import time:      4802 |       4802 |             torch._utils
import time:       905 |        905 |               tempfile
import time:      5947 |       5947 |                 torch._strobelight
import time:       701 |        701 |                       _json
import time:       301 |       1002 |                     json.scanner
import time:       439 |       1440 |                   json.decoder
import time:       360 |        360 |                   json.encoder
import time:       776 |       2575 |                 json
import time:      5458 |       5458 |                 torch._strobelight.cli_function_profiler
import time:      6646 |      20625 |               torch._strobelight.compile_time_profiler
import time:      4468 |      25997 |             torch._utils_internal
import time:      5395 |       5395 |                   torch._vendor
import time:     11998 |      17393 |                 torch._vendor.packaging
import time:      5522 |       5522 |                 torch._vendor.packaging._structures
import time:     14777 |      37690 |               torch._vendor.packaging.version
import time:      3109 |       3109 |               torch.version
import time:      3078 |      43877 |             torch.torch_version
import time:       550 |        550 |             torch._rocm_init
import time:      5753 |       5753 |                     numpy._utils._convertions
import time:      4993 |      10746 |                   numpy._utils
import time:      8870 |      19615 |                 numpy._globals
import time:      2856 |       2856 |                 numpy.exceptions
import time:      2650 |       2650 |                 numpy.version
import time:      2045 |       2045 |                   numpy._distributor_init_local
import time:      7771 |       9816 |                 numpy._distributor_init
import time:      6875 |       6875 |                           numpy._utils._inspect
import time:      6463 |       6463 |                             numpy.core._exceptions
import time:      5286 |       5286 |                             numpy.dtypes
import time:     51112 |      62860 |                           numpy.core._multiarray_umath
import time:      4208 |      73941 |                         numpy.core.overrides
import time:     10141 |      84082 |                       numpy.core.multiarray
import time:      6795 |       6795 |                       numpy.core.umath
import time:      4884 |       4884 |                         numpy.core._string_helpers
import time:      1202 |       1202 |                               pickle5
import time:     12668 |      13869 |                             numpy.compat.py3k
import time:      6932 |      20801 |                           numpy.compat
import time:      3826 |       3826 |                           numpy.core._dtype
import time:      5762 |      30388 |                         numpy.core._type_aliases
import time:      4530 |      39801 |                       numpy.core.numerictypes
import time:      3106 |       3106 |                               numpy.core._ufunc_config
import time:      4180 |       7286 |                             numpy.core._methods
import time:      5658 |      12943 |                           numpy.core.fromnumeric
import time:      7182 |      20125 |                         numpy.core.shape_base
import time:      3473 |       3473 |                         numpy.core.arrayprint
import time:      2863 |       2863 |                         numpy.core._asarray
import time:     17293 |      43753 |                       numpy.core.numeric
import time:      3347 |       3347 |                       numpy.core.defchararray
import time:      2689 |       2689 |                       numpy.core.records
import time:      3361 |       3361 |                       numpy.core.memmap
import time:      2833 |       2833 |                       numpy.core.function_base
import time:      2589 |       2589 |                       numpy.core._machar
import time:      3733 |       3733 |                       numpy.core.getlimits
import time:      3189 |       3189 |                       numpy.core.einsumfunc
import time:      2206 |       2206 |                         numpy.core._multiarray_tests
import time:      5137 |       7342 |                       numpy.core._add_newdocs
import time:      4144 |       4144 |                       numpy.core._add_newdocs_scalars
import time:      2205 |       2205 |                       numpy.core._dtype_ctypes
import time:      4193 |       4193 |                       numpy.core._internal
import time:      3542 |       3542 |                       numpy._pytesttester
import time:     10353 |     227944 |                     numpy.core
import time:        24 |     227967 |                   numpy.core._multiarray_umath
import time:      3254 |     231221 |                 numpy.__config__
import time:      5067 |       5067 |                   numpy.lib.mixins
import time:      3317 |       3317 |                       numpy.lib.ufunclike
import time:      4508 |       7824 |                     numpy.lib.type_check
import time:      3383 |      11206 |                   numpy.lib.scimath
import time:      3963 |       3963 |                               numpy.lib.stride_tricks
import time:      3226 |       7189 |                             numpy.lib.twodim_base
import time:      2594 |       2594 |                             numpy.linalg._umath_linalg
import time:      5267 |       5267 |                               numpy._typing._nested_sequence
import time:      7831 |       7831 |                               numpy._typing._nbit
import time:     28325 |      28325 |                               numpy._typing._char_codes
import time:      8016 |       8016 |                               numpy._typing._scalars
import time:      5164 |       5164 |                               numpy._typing._shape
import time:      8049 |       8049 |                               numpy._typing._dtype_like
import time:      5780 |       5780 |                               numpy._typing._array_like
import time:      3909 |      72338 |                             numpy._typing
import time:      5064 |      87183 |                           numpy.linalg.linalg
import time:      3636 |      90818 |                         numpy.linalg
import time:      5461 |      96279 |                       numpy.matrixlib.defmatrix
import time:      4376 |     100654 |                     numpy.matrixlib
import time:      6763 |       6763 |                       numpy.lib.histograms
import time:      7113 |      13875 |                     numpy.lib.function_base
import time:      3099 |     117627 |                   numpy.lib.index_tricks
import time:      4695 |       4695 |                   numpy.lib.nanfunctions
import time:      6104 |       6104 |                   numpy.lib.shape_base
import time:      7430 |       7430 |                   numpy.lib.polynomial
import time:      5889 |       5889 |                   numpy.lib.utils
import time:      6982 |       6982 |                   numpy.lib.arraysetops
import time:      5267 |       5267 |                     numpy.lib.format
import time:      6014 |       6014 |                     numpy.lib._datasource
import time:      5209 |       5209 |                     numpy.lib._iotools
import time:      5425 |      21913 |                   numpy.lib.npyio
import time:      4551 |       4551 |                   numpy.lib.arrayterator
import time:      4941 |       4941 |                   numpy.lib.arraypad
import time:      4643 |       4643 |                   numpy.lib._version
import time:      5102 |     206146 |                 numpy.lib
import time:      2714 |       2714 |                     numpy.fft._pocketfft_internal
import time:      7885 |      10599 |                   numpy.fft._pocketfft
import time:      2739 |       2739 |                   numpy.fft.helper
import time:      5881 |      19218 |                 numpy.fft
import time:      4022 |       4022 |                     numpy.polynomial.polyutils
import time:      3060 |       3060 |                     numpy.polynomial._polybase
import time:      8766 |      15848 |                   numpy.polynomial.polynomial
import time:      7114 |       7114 |                   numpy.polynomial.chebyshev
import time:      7064 |       7064 |                   numpy.polynomial.legendre
import time:      8076 |       8076 |                   numpy.polynomial.hermite
import time:      3874 |       3874 |                   numpy.polynomial.hermite_e
import time:      3682 |       3682 |                   numpy.polynomial.laguerre
import time:      6449 |      52104 |                 numpy.polynomial
import time:       824 |        824 |                           backports_abc
import time:      4109 |       4933 |                         numpy.random._common
import time:      1054 |       1054 |                             _hashlib
import time:        46 |         46 |                               _blake2
import time:       840 |        886 |                             hashlib
import time:       728 |       2667 |                           hmac
import time:       763 |       3429 |                         secrets
import time:      3996 |      12356 |                       numpy.random.bit_generator
import time:      3789 |       3789 |                       numpy.random._bounded_integers
import time:      2953 |       2953 |                       numpy.random._mt19937
import time:      7059 |      26156 |                     numpy.random.mtrand
import time:      2868 |       2868 |                     numpy.random._philox
import time:      2586 |       2586 |                     numpy.random._pcg64
import time:      2263 |       2263 |                     numpy.random._sfc64
import time:      5954 |       5954 |                     numpy.random._generator
import time:      7076 |      46902 |                   numpy.random._pickle
import time:      6916 |      53817 |                 numpy.random
import time:      5485 |       5485 |                 numpy.ctypeslib
import time:     17938 |      17938 |                   numpy.ma.core
import time:      5098 |       5098 |                   numpy.ma.extras
import time:      5957 |      28992 |                 numpy.ma
import time:      6361 |     638275 |               numpy
import time:   1550353 |    2188628 |             torch._C
import time:      4504 |       4504 |               torch._namedtensor_internals
import time:      5984 |       5984 |               torch.overrides
import time:      3267 |      13754 |             torch._tensor
import time:      3253 |       3253 |               torch.types
import time:      6553 |       9805 |             torch.storage
import time:     12105 |      12105 |               torch.amp.autocast_mode
import time:      7113 |       7113 |               torch.amp.grad_scaler
import time:      7021 |      26238 |             torch.amp
import time:      4561 |       4561 |             torch.random
import time:        57 |         57 |                 pwd
import time:        34 |         34 |                 grp
import time:      1556 |       1646 |               tarfile
import time:      6178 |       6178 |               torch._weights_only_unpickler
import time:      5159 |       5159 |               torch._sources
import time:      1291 |       1291 |               mmap
import time:      6705 |      20977 |             torch.serialization
import time:      5872 |       5872 |             torch._tensor_str
import time:      9195 |       9195 |               torch.cuda.gds
import time:      5475 |       5475 |               torch.cuda._utils
import time:      6353 |       6353 |               torch.cuda.graphs
import time:      5854 |       5854 |               torch.cuda.streams
import time:       200 |        200 |                 ctypes.util
import time:      9137 |       9336 |               pynvml
import time:      6072 |       6072 |                 torch.cuda._memory_viz
import time:      7535 |      13607 |               torch.cuda.memory
import time:      5999 |       5999 |               torch.cuda.random
import time:     11328 |      11328 |                 torch.cuda.amp.autocast_mode
import time:      9301 |       9301 |                 torch.cuda.amp.common
import time:      7141 |       7141 |                 torch.cuda.amp.grad_scaler
import time:     11953 |      39721 |               torch.cuda.amp
import time:      6330 |       6330 |               torch.cuda.jiterator
import time:      6561 |       6561 |               torch.cuda.nvtx
import time:      6010 |       6010 |               torch.cuda.profiler
import time:      5804 |       5804 |               torch.cuda.sparse
import time:       246 |        246 |                     multiprocessing.process
import time:       268 |        268 |                     multiprocessing.reduction
import time:       386 |        899 |                   multiprocessing.context
import time:       713 |       1611 |                 multiprocessing
import time:      4986 |       6597 |               torch.cuda.tunable
import time:     48732 |     175568 |             torch.cuda
import time:      4728 |       4728 |                 torch.sparse._semi_structured_conversions
import time:      5954 |       5954 |                 torch.sparse._semi_structured_ops
import time:      7642 |      18323 |               torch.sparse.semi_structured
import time:      6979 |      25302 |             torch.sparse
import time:      3974 |       3974 |             torch._compile
import time:      4647 |       4647 |             torch._VF
import time:      8969 |       8969 |                   torch.nn.parameter
import time:      7772 |       7772 |                       torch._prims_common
import time:     12497 |      12497 |                           torch.utils.backcompat
import time:      5574 |       5574 |                           torch.utils.collect_env
import time:       678 |        678 |                                   cmd
import time:       865 |        865 |                                   bdb
import time:       632 |        632 |                                     codeop
import time:       703 |       1334 |                                   code
import time:      1574 |       4450 |                                 pdb
import time:      3768 |       3768 |                                   torch.utils._typing_utils
import time:     12032 |      12032 |                                     torch.monitor
import time:      5552 |       5552 |                                       torch.distributed.logging_handlers
import time:      3903 |       9454 |                                     torch.distributed.c10d_logger
import time:     12481 |      12481 |                                     torch.distributed.constants
import time:      5227 |       5227 |                                     torch.distributed.rendezvous
import time:      6474 |      45667 |                                   torch.distributed.distributed_c10d
import time:      8089 |      57523 |                                 torch.distributed.device_mesh
import time:      4416 |       4416 |                                 torch.distributed.remote_device
import time:     12431 |      78819 |                               torch.distributed
import time:      7795 |       7795 |                                               torch.utils.data.datapipes._hook_iterator
import time:      8262 |      16057 |                                             torch.utils.data.datapipes._typing
import time:      5365 |       5365 |                                               torch.utils._import_utils
import time:     13867 |      13867 |                                                 torch.utils.data.datapipes.utils
import time:     18241 |      32107 |                                               torch.utils.data.datapipes.utils.common
import time:      8230 |       8230 |                                               torch.utils.data.dataset
import time:     10440 |      56140 |                                             torch.utils.data.datapipes.datapipe
import time:      8115 |      80311 |                                           torch.utils.data.datapipes._decorator
import time:     11226 |      11226 |                                             torch.utils.data.datapipes.dataframe.dataframe_wrapper
import time:     11863 |      23088 |                                           torch.utils.data.datapipes.dataframe.structures
